Date,Category,Amount,Time,City,Place,Budget
2023-03-03,Entertainment,20.48838049274416,20:00:00,Phoenix,Gas Station,57
2023-03-03,Utilities,16.13495108072267,10:00:00,Phoenix,Restaurant,69
2023-03-03,Shopping,20.122550871294713,13:00:00,New York,Gym,119
2023-03-03,Healthcare,22.489991456227248,16:00:00,Chicago,Gym,158
2023-03-04,Food,27.25571803897521,08:00:00,Los Angeles,Grocery Store,19
2023-03-04,Transport,24.796354130426035,08:00:00,Chicago,Gas Station,21
2023-03-04,Entertainment,30.765912287557782,15:00:00,Phoenix,Restaurant,50
2023-03-04,Utilities,16.163262185559752,10:00:00,Houston,Mall,75
2023-03-04,Shopping,24.361603183603393,12:00:00,Los Angeles,Mall,120
2023-03-04,Healthcare,20.91671002869176,08:00:00,New York,Park,40
2023-03-05,Food,30.94901466608836,12:00:00,Los Angeles,Gym,22
2023-03-05,Transport,15.958508573224243,18:00:00,New York,Gym,13
2023-03-05,Entertainment,15.80139078909612,13:00:00,Los Angeles,Restaurant,25
2023-03-05,Utilities,17.00303677277989,15:00:00,New York,Cinema,94
2023-03-05,Shopping,9.380521378450965,20:00:00,New York,Mall,79
2023-03-05,Healthcare,17.371224891596196,21:00:00,Los Angeles,Park,148
2023-03-06,Food,16.20433669223151,10:00:00,Los Angeles,Restaurant,15
2023-03-06,Transport,20.75196893238104,10:00:00,New York,Gym,17
2023-03-06,Entertainment,21.708779878885796,19:00:00,Phoenix,Mall,36
2023-03-06,Utilities,29.380854196079433,18:00:00,Los Angeles,Gas Station,75
2023-03-06,Shopping,24.75211919093025,18:00:00,Chicago,Park,40
2023-03-06,Healthcare,17.115481721687985,17:00:00,Houston,Grocery Store,56
2023-03-07,Food,15.50792664325821,16:00:00,New York,Mall,36
2023-03-07,Transport,22.459595857532527,11:00:00,New York,Park,22
2023-03-07,Entertainment,13.398833964896788,22:00:00,Houston,Restaurant,66
2023-03-07,Utilities,29.15729382927177,11:00:00,Phoenix,Grocery Store,97
2023-03-07,Shopping,25.897200603606436,19:00:00,Houston,Park,137
2023-03-07,Healthcare,17.654121739476476,14:00:00,Los Angeles,Park,194
2023-03-08,Food,11.434327354545612,09:00:00,Houston,Gym,14
2023-03-08,Transport,26.769361870827062,15:00:00,New York,Cinema,8
2023-03-08,Entertainment,19.42730077373691,13:00:00,Houston,Mall,46
2023-03-08,Utilities,26.189081559867308,10:00:00,Chicago,Gym,83
2023-03-08,Shopping,12.027861706028165,16:00:00,Los Angeles,Gas Station,57
2023-03-08,Healthcare,17.003124885231134,12:00:00,Houston,Grocery Store,100
2023-03-09,Food,20.026218498590914,15:00:00,New York,Cinema,39
2023-03-09,Transport,20.23490296882371,14:00:00,Los Angeles,Park,17
2023-03-09,Entertainment,17.74967264260378,21:00:00,New York,Gym,15
2023-03-09,Utilities,23.114249661737492,15:00:00,Phoenix,Cinema,84
2023-03-09,Shopping,14.661897853087028,14:00:00,Chicago,Gas Station,42
2023-03-09,Healthcare,19.288102574893532,10:00:00,Phoenix,Mall,57
2023-03-10,Food,20.601478158559495,09:00:00,Chicago,Gas Station,34
2023-03-10,Transport,22.572194170293745,14:00:00,Houston,Grocery Store,17
2023-03-10,Entertainment,23.55807439044445,10:00:00,Los Angeles,Restaurant,42
2023-03-10,Utilities,14.376789540810654,10:00:00,Houston,Gym,52
2023-03-10,Shopping,12.329429146321889,09:00:00,Chicago,Grocery Store,110
2023-03-10,Healthcare,26.388384109492545,11:00:00,Chicago,Restaurant,146
2023-03-11,Food,21.661570059897958,15:00:00,Chicago,Gym,39
2023-03-11,Transport,16.25756731721723,19:00:00,New York,Grocery Store,21
2023-03-11,Entertainment,27.755759877612615,08:00:00,Los Angeles,Gas Station,62
2023-03-11,Utilities,20.578373171464293,08:00:00,Houston,Grocery Store,91
2023-03-11,Shopping,25.896485920319133,19:00:00,Houston,Cinema,65
2023-03-11,Healthcare,20.337592407050543,21:00:00,Phoenix,Gas Station,84
2023-03-12,Food,30.303739624409936,12:00:00,Chicago,Gym,21
2023-03-12,Transport,28.77670421221602,18:00:00,Chicago,Grocery Store,9
2023-03-12,Entertainment,18.75517925760463,12:00:00,Chicago,Park,38
2023-03-12,Utilities,24.85785475477178,18:00:00,Houston,Gym,25
2023-03-12,Shopping,23.226879747925736,19:00:00,Phoenix,Grocery Store,98
2023-03-12,Healthcare,26.843157787661745,08:00:00,New York,Cinema,44
2023-03-13,Food,15.175382697099478,13:00:00,Los Angeles,Restaurant,10
2023-03-13,Transport,23.430257299992196,08:00:00,New York,Restaurant,14
2023-03-13,Entertainment,25.29212243424794,12:00:00,Houston,Park,56
2023-03-13,Utilities,11.206302567884428,16:00:00,Chicago,Gym,22
2023-03-13,Shopping,14.083707436671125,19:00:00,Los Angeles,Cinema,58
2023-03-13,Healthcare,9.803839111199498,21:00:00,Houston,Grocery Store,166
2023-03-14,Food,18.652965827777212,12:00:00,Houston,Grocery Store,38
2023-03-14,Transport,23.58771127897981,13:00:00,Houston,Restaurant,22
2023-03-14,Entertainment,27.51178526048014,15:00:00,Los Angeles,Cinema,16
2023-03-14,Utilities,20.370473902098876,18:00:00,Los Angeles,Gas Station,92
2023-03-14,Shopping,28.143077727856458,08:00:00,Phoenix,Park,119
2023-03-14,Healthcare,13.099492708925542,21:00:00,Phoenix,Restaurant,183
2023-03-15,Food,11.483087803224226,09:00:00,New York,Restaurant,26
2023-03-15,Transport,19.722261505516904,16:00:00,Los Angeles,Park,21
2023-03-15,Entertainment,21.920327244696537,10:00:00,Los Angeles,Gym,26
2023-03-15,Utilities,19.836526259529535,13:00:00,Los Angeles,Grocery Store,79
2023-03-15,Shopping,9.662789499800617,12:00:00,Phoenix,Gym,140
2023-03-15,Healthcare,19.55439980243606,18:00:00,Houston,Cinema,62
2023-03-16,Food,13.477652497475734,09:00:00,Chicago,Gas Station,13
2023-03-16,Transport,23.348362744150194,21:00:00,Phoenix,Mall,21
2023-03-16,Entertainment,21.83299123048424,22:00:00,Los Angeles,Mall,64
2023-03-16,Utilities,15.300601068363225,14:00:00,Phoenix,Mall,56
2023-03-16,Shopping,17.430665413316532,11:00:00,New York,Park,55
2023-03-16,Healthcare,14.703932390555241,08:00:00,Los Angeles,Restaurant,189
2023-03-17,Food,19.68660451363414,20:00:00,New York,Gas Station,24
2023-03-17,Transport,24.775711602506192,11:00:00,Los Angeles,Gym,5
2023-03-17,Entertainment,15.071369768322281,13:00:00,Phoenix,Grocery Store,30
2023-03-17,Utilities,22.520232577589223,14:00:00,Houston,Mall,30
2023-03-17,Shopping,17.348711908137794,22:00:00,Chicago,Gym,33
2023-03-17,Healthcare,16.03563583868828,14:00:00,New York,Mall,144
2023-03-18,Food,19.464848200227213,21:00:00,Phoenix,Gas Station,25
2023-03-18,Transport,14.823788387903129,14:00:00,Houston,Mall,6
2023-03-18,Entertainment,17.23175347326409,10:00:00,Phoenix,Grocery Store,15
2023-03-18,Utilities,14.010610537055758,13:00:00,New York,Cinema,92
2023-03-18,Shopping,29.823625664581947,20:00:00,Chicago,Cinema,135
2023-03-18,Healthcare,20.176317759858645,15:00:00,Phoenix,Gas Station,108
2023-03-19,Food,16.50137246003707,11:00:00,Los Angeles,Cinema,37
2023-03-19,Transport,21.06989955367111,20:00:00,Houston,Park,19
2023-03-19,Entertainment,19.43835975154585,15:00:00,Phoenix,Restaurant,44
2023-03-19,Utilities,18.895152002333884,09:00:00,Houston,Park,70
2023-03-19,Shopping,23.070833500217127,22:00:00,Los Angeles,Gym,36
2023-03-19,Healthcare,23.787538550236526,17:00:00,Chicago,Park,93
2023-03-20,Food,17.34749426194736,16:00:00,Chicago,Gym,40
2023-03-20,Transport,17.1209087967766,16:00:00,Los Angeles,Gym,16
2023-03-20,Entertainment,18.62474151424178,15:00:00,Houston,Restaurant,60
2023-03-20,Utilities,8.490394176322075,17:00:00,Phoenix,Grocery Store,50
2023-03-20,Shopping,12.42404468900724,21:00:00,Los Angeles,Gas Station,41
2023-03-20,Healthcare,26.834371337222624,20:00:00,New York,Restaurant,179
2023-03-21,Food,28.224838567506417,17:00:00,Houston,Gas Station,44
2023-03-21,Transport,18.75481980221811,08:00:00,Chicago,Cinema,18
2023-03-21,Entertainment,22.882784815278832,09:00:00,Los Angeles,Cinema,35
2023-03-21,Utilities,21.556250772717682,13:00:00,Chicago,Park,93
2023-03-21,Shopping,35.39440404227619,17:00:00,Houston,Gym,89
2023-03-21,Healthcare,25.597874557172883,12:00:00,Chicago,Mall,154
2023-03-22,Food,19.360412042596167,19:00:00,Los Angeles,Mall,13
2023-03-22,Transport,15.222297796997871,21:00:00,Houston,Gas Station,24
2023-03-22,Entertainment,11.967768398712138,16:00:00,New York,Gym,69
2023-03-22,Utilities,21.017318179336115,12:00:00,Los Angeles,Gas Station,50
2023-03-22,Shopping,16.218246273578483,09:00:00,Phoenix,Restaurant,121
2023-03-22,Healthcare,12.88873145201163,17:00:00,Los Angeles,Grocery Store,55
2023-03-23,Food,16.767135578787368,11:00:00,Houston,Restaurant,26
2023-03-23,Transport,14.592259981928025,16:00:00,Los Angeles,Gym,17
2023-03-23,Entertainment,28.435708175362823,08:00:00,New York,Gym,25
2023-03-23,Utilities,24.408198784747253,18:00:00,New York,Grocery Store,49
2023-03-23,Shopping,19.960136793416915,08:00:00,Phoenix,Gas Station,114
2023-03-23,Healthcare,27.39972069445013,19:00:00,Chicago,Park,169
2023-03-24,Food,20.38684153823809,14:00:00,Houston,Park,36
2023-03-24,Transport,15.693578993358681,18:00:00,Houston,Grocery Store,9
2023-03-24,Entertainment,27.615620386348287,10:00:00,Chicago,Park,60
2023-03-24,Utilities,22.694550218423295,17:00:00,New York,Mall,54
2023-03-24,Shopping,14.813769228367718,09:00:00,New York,Park,141
2023-03-24,Healthcare,19.04830660958196,16:00:00,Los Angeles,Park,99
2023-03-25,Food,15.621908733076214,10:00:00,Phoenix,Park,25
